transaction_id,sender_account_id,receiver_account_id,amount,currency,timestamp,is_suspicious,typology,is_round_amount,txn_count_1d,total_amount_1d,avg_amount_1d,txn_count_7d,total_amount_7d,txn_count_30d,total_amount_30d,total_received_1d,velocity_in_out_ratio,risk_rating,jurisdiction,is_pep,onboarding_date,last_review_date,hit_R001,hit_R002,hit_R003,hit_R004,risk_score,triggered_rules
1d1bdc8a-df5c-4165-9804-ebd0d525b5c4,GB54MLNJ26018637263199,GB92CVXU63876215774054,1548.67,GBP,2025-06-29T11:45:13.143516000,0,None,0,1,1548.67,1548.67,1,1548.67,1,1548.67,0.0,0.0,High,UAE,false,2026-02-13T00:00:00.000,2026-05-02T00:00:00.000,false,false,false,true,60,"[""R004""]"
ec86ec94-dd0a-4fd7-9e1f-0e380f2af034,GB63ICHY63255861333305,GB97AXFO72179316250553,1366.81,GBP,2025-06-29T11:52:23.011730000,0,None,0,1,1366.81,1366.81,1,1366.81,2,2549.18,0.0,0.0,High,UAE,false,2023-05-31T00:00:00.000,2025-09-09T00:00:00.000,false,false,false,true,60,"[""R004""]"
bd24b776-eed7-4924-b2c3-f8eaebe5e997,GB50KGYC31845605993423,GB31DLUQ71994250592530,565.36,GBP,2025-06-29T12:03:32.112870000,0,None,0,1,565.36,565.36,1,565.36,1,565.36,1895.35,0.2981306193476943,High,Malta,false,2026-01-12T00:00:00.000,2026-01-12T00:00:00.000,false,false,false,true,60,"[""R004""]"
2ecc24e0-0914-4382-abc9-47ad739634a5,GB24CBGA89758638040441,GB03PYNT65776543959289,387.26,GBP,2025-06-29T12:13:39.752557000,0,None,0,1,387.26,387.26,1,387.26,2,505.4,0.0,0.0,High,Malta,false,2026-06-22T00:00:00.000,2026-06-23T00:00:00.000,false,false,false,true,60,"[""R004""]"
96448396-2269-4486-a91c-85e3c423ee28,GB07RZKT22220065977414,GB24KBBI51066605880959,1893.02,GBP,2025-06-29T12:40:57.544686000,0,None,0,1,1893.02,1893.02,2,2175.33,3,3705.8599999999997,0.0,0.0,High,UAE,false,2025-06-28T00:00:00.000,2026-05-04T00:00:00.000,false,false,false,true,60,"[""R004""]"
4b1a951c-241f-4135-8c0a-c96ab6ad6b2d,GB79UUTR60208289681814,GB34SQWX49138787018811,535.86,GBP,2025-06-29T13:35:34.862513000,0,None,0,1,535.86,535.86,1,535.86,1,535.86,0.0,0.0,High,Canada,false,2024-11-28T00:00:00.000,2025-05-31T00:00:00.000,false,false,false,true,60,"[""R004""]"
c31a4059-b6dd-41c9-872c-268782799b26,GB63BKSB41179779631994,GB20FPNG30411761421524,1928.26,GBP,2025-06-29T14:01:28.178148000,0,None,0,1,1928.26,1928.26,1,1928.26,1,1928.26,0.0,0.0,High,US,false,2022-06-12T00:00:00.000,2022-08-21T00:00:00.000,false,false,false,true,60,"[""R004""]"
b31b59f1-99ee-469b-9830-debdc68a6e4c,GB39HPAV72185082261634,GB25LKAH53321012546759,1654.05,GBP,2025-06-29T14:02:17.204619000,0,None,0,1,1654.05,1654.05,2,3393.8199999999997,3,4693.639999999999,0.0,0.0,High,US,false,2023-10-05T00:00:00.000,2026-01-22T00:00:00.000,false,false,false,true,60,"[""R004""]"
3ed7ee70-63ff-417a-a2eb-590f415479eb,GB16VHZN61620172951266,GB44QRJS15089244640350,1589.41,GBP,2025-06-29T14:02:51.510905000,0,None,0,1,1589.41,1589.41,1,1589.41,3,3967.0299999999997,0.0,0.0,High,US,false,2023-01-08T00:00:00.000,2023-07-12T00:00:00.000,false,false,false,true,60,"[""R004""]"
d9e9a3f9-8603-4f30-a7f6-dc91e76b76c5,GB89DXNE18563520076150,GB33SPJG57529255568084,1582.04,GBP,2025-06-29T14:11:02.448952000,0,None,0,1,1582.04,1582.04,1,1582.04,3,2631.81,0.0,0.0,High,Germany,false,2022-09-11T00:00:00.000,2024-01-30T00:00:00.000,false,false,false,true,60,"[""R004""]"
6fa0a8ba-a9cf-44c0-b6d5-e50df426f458,GB73KRYG87368072966180,GB80UZLA97333098703824,569.67,GBP,2025-06-29T14:16:13.675893000,0,None,0,2,1023.3199999999999,511.65999999999997,2,1023.3199999999999,3,2269.59,0.0,0.0,High,Cayman Islands,false,2024-10-24T00:00:00.000,2026-02-22T00:00:00.000,false,false,false,true,60,"[""R004""]"
da3f527e-7cff-4fae-b987-785c52be2027,GB39AYYR29656120646467,GB60ZWDS40247028814112,9767.97,GBP,2025-06-29T14:56:12.402584000,1,Structuring,0,2,19019.98,9509.99,4,37418.69,8,67664.08,0.0,0.0,High,Germany,false,2024-08-19T00:00:00.000,2025-04-07T00:00:00.000,false,false,false,true,60,"[""R004""]"
96c69b25-7397-4671-bc6d-a244e2e5a76e,GB76EHIE67870323812817,GB02QXMK51086199707839,1687.85,GBP,2025-06-29T14:59:13.287645000,0,None,0,1,1687.85,1687.85,3,3936.31,3,3936.31,0.0,0.0,High,France,false,2023-08-05T00:00:00.000,2025-04-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
7a30b4f9-e7d2-41d7-92e0-f3a375239456,GB38OFER84993928866898,GB15TIAY39518695613440,1597.73,GBP,2025-06-29T15:06:43.999788000,0,None,0,1,1597.73,1597.73,1,1597.73,1,1597.73,0.0,0.0,High,US,false,2023-05-14T00:00:00.000,2025-11-18T00:00:00.000,false,false,false,true,60,"[""R004""]"
a88592a7-aa22-4da5-8f29-a664de0aaf40,GB73KRYG87368072966180,GB58KIBE44783075016327,453.65,GBP,2025-06-29T15:09:21.585377000,0,None,0,2,1023.3199999999999,511.65999999999997,2,1023.3199999999999,3,2269.59,0.0,0.0,High,Cayman Islands,false,2024-10-24T00:00:00.000,2026-02-22T00:00:00.000,false,false,false,true,60,"[""R004""]"
cc201943-3b90-4f2a-a7ef-7d95a02bbb02,GB24MDPH05151332096730,GB90YDLF64458296945419,476.67,GBP,2025-06-29T15:13:57.569601000,0,None,0,1,476.67,476.67,2,1154.07,9,49815.61000000001,0.0,0.0,High,Panama,false,2022-12-27T00:00:00.000,2024-07-02T00:00:00.000,false,false,false,true,60,"[""R004""]"
df3e9a20-213d-4b2d-bc63-43b09626bd20,GB88UNKW92059483609016,GB33WKNO19503056878071,1049.66,GBP,2025-06-29T15:31:22.748688000,0,None,0,1,1049.66,1049.66,1,1049.66,1,1049.66,0.0,0.0,High,France,false,2025-08-09T00:00:00.000,2026-04-20T00:00:00.000,false,false,false,true,60,"[""R004""]"
42fc8011-238a-454a-b53c-687c689c570f,GB56CSQY88374345096859,GB78JCAV24250596310626,1452.36,GBP,2025-06-29T15:47:37.747475000,0,None,0,1,1452.36,1452.36,1,1452.36,2,3375.14,0.0,0.0,High,UAE,false,2025-09-23T00:00:00.000,2026-04-20T00:00:00.000,false,false,false,true,60,"[""R004""]"
fca0bb90-d06d-4450-a8ef-1c3ce8ac7939,GB55VPKN81678434073071,GB09JJFX36479214990108,1203.67,GBP,2025-06-29T15:53:27.459992000,0,None,0,1,1203.67,1203.67,1,1203.67,1,1203.67,0.0,0.0,High,UAE,false,2021-08-27T00:00:00.000,2024-12-12T00:00:00.000,false,false,false,true,60,"[""R004""]"
f545c9d9-d853-4143-9917-4f21f2e76bc6,GB33FSAK50957928184726,GB45ZKJV57498839683825,1757.42,GBP,2025-06-29T16:02:30.505750000,0,None,0,1,1757.42,1757.42,1,1757.42,1,1757.42,0.0,0.0,High,Cayman Islands,false,2023-05-20T00:00:00.000,2025-07-23T00:00:00.000,false,false,false,true,60,"[""R004""]"
b8eafcd1-42a5-46de-b38c-e1bda7cec95d,GB87EETC84574965990527,GB36LWVQ91054825627396,1830.6,GBP,2025-06-29T16:07:26.376111000,0,None,0,1,1830.6,1830.6,3,5612.84,3,5612.84,0.0,0.0,High,UK,false,2021-07-20T00:00:00.000,2023-10-16T00:00:00.000,false,false,false,true,60,"[""R004""]"
d4f856b9-0514-4f56-a4b9-a73048eed539,GB63YLPR03789121397436,GB02QXMK51086199707839,180.44,GBP,2025-06-29T16:21:29.810372000,0,None,0,1,180.44,180.44,1,180.44,2,601.3299999999999,0.0,0.0,High,France,false,2024-07-26T00:00:00.000,2026-04-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
2a3df764-c6c4-42a9-8f27-329a6e0ef3ee,GB69VPRK21979336860931,GB38YCFU45347491160847,1959.5,GBP,2025-06-29T16:37:24.469066000,0,None,0,2,3486.45,1743.225,2,3486.45,4,4059.83,0.0,0.0,High,UK,false,2024-07-07T00:00:00.000,2025-07-04T00:00:00.000,false,false,false,true,60,"[""R004""]"
ec00e531-6d6a-470d-a851-9dd0fd853b58,GB98SBPR69285516215938,GB80MSCZ57376710529877,450.79,GBP,2025-06-29T17:18:59.627255000,0,None,0,1,450.79,450.79,2,2257.79,2,2257.79,0.0,0.0,High,UK,false,2021-10-16T00:00:00.000,2021-11-14T00:00:00.000,false,false,false,true,60,"[""R004""]"
c61f95b1-23fe-4019-8793-3192f985d862,GB94RLZJ57653092464308,GB50QPED12038299839901,793.7,GBP,2025-06-29T17:23:05.890862000,0,None,0,1,793.7,793.7,2,987.48,4,2239.4,20000.0,0.03968301584920754,High,Germany,true,2023-04-18T00:00:00.000,2026-04-03T00:00:00.000,false,false,false,true,60,"[""R004""]"
ce015a81-a27f-4485-a811-ece6fe859a0c,GB61EXZE74783019441088,GB82JXLD73922293177865,1470.93,GBP,2025-06-29T17:33:55.873505000,0,None,0,1,1470.93,1470.93,1,1470.93,4,4300.0199999999995,0.0,0.0,High,Cayman Islands,false,2024-12-24T00:00:00.000,2026-03-02T00:00:00.000,false,false,false,true,60,"[""R004""]"
eb5a6723-3ec0-4939-9558-45dd1340a915,GB11NFSW42012172209434,GB08SNKM85120627672935,1295.89,GBP,2025-06-29T17:48:46.113968000,0,None,0,1,1295.89,1295.89,1,1295.89,4,4824.08,0.0,0.0,High,France,false,2024-03-16T00:00:00.000,2024-10-20T00:00:00.000,false,false,false,true,60,"[""R004""]"
2606475f-2e75-4230-81a0-57b1f6ae8f5f,GB59HFGX21399285814273,GB77OKYK48400421099798,699.95,GBP,2025-06-29T17:51:51.492818000,0,None,0,1,699.95,699.95,1,699.95,1,699.95,20.54,32.49535747446611,High,UAE,false,2021-08-26T00:00:00.000,2025-04-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
4da63695-4c3a-4d6a-ad75-52a11e00c2e1,GB82ASZF01675993001341,GB25UPQZ18338070331566,1119.76,GBP,2025-06-29T18:03:04.545505000,0,None,0,1,1119.76,1119.76,1,1119.76,2,1520.22,0.0,0.0,High,Panama,false,2022-08-20T00:00:00.000,2022-12-26T00:00:00.000,false,false,false,true,60,"[""R004""]"
f74e7565-d428-4ad4-a808-7ab4f950eccd,GB74QGAC81796075789849,GB22WMNA63828504162750,1831.01,GBP,2025-06-29T18:09:49.360655000,0,None,0,1,1831.01,1831.01,1,1831.01,2,2989.5299999999997,0.0,0.0,High,Cayman Islands,false,2021-10-20T00:00:00.000,2022-12-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
37f53aed-ffc7-4eb6-9942-b254051a6ba3,GB36CGXU53739652729598,GB17YBXG43449975858618,79.59,GBP,2025-06-29T18:10:41.136822000,0,None,0,1,79.59,79.59,1,79.59,3,1111.1399999999999,0.0,0.0,High,Cyprus,false,2022-11-09T00:00:00.000,2026-06-22T00:00:00.000,false,false,false,true,60,"[""R004""]"
6ee7b487-d6af-40b2-9019-99d44beb87d7,GB65NMXV35790381868320,GB31ZQWW35941234592325,513.71,GBP,2025-06-29T18:34:01.708316000,0,None,0,1,513.71,513.71,1,513.71,1,513.71,0.0,0.0,High,US,false,2024-05-08T00:00:00.000,2026-03-02T00:00:00.000,false,false,false,true,60,"[""R004""]"
f3ec9116-7d1c-41be-a606-a6d517eae96e,GB26EZEE34998013768367,GB25JZQZ06324489684604,1750.55,GBP,2025-06-29T18:34:54.263267000,0,None,0,1,1750.55,1750.55,1,1750.55,1,1750.55,0.0,0.0,High,Canada,false,2024-03-03T00:00:00.000,2024-04-14T00:00:00.000,false,false,false,true,60,"[""R004""]"
3f345d7c-939c-425e-be0e-3d174bd3def2,GB85EUEI76751258379900,GB59HFGX21399285814273,20.54,GBP,2025-06-29T18:36:35.002945000,0,None,0,1,20.54,20.54,1,20.54,3,914.68,0.0,0.0,High,Cayman Islands,false,2023-08-13T00:00:00.000,2024-02-27T00:00:00.000,false,false,false,true,60,"[""R004""]"
c239a978-0630-4697-89e0-5798a7541ae0,GB90DMHO90584828173933,GB95STBY86723310448177,1606.27,GBP,2025-06-29T18:41:40.562644000,0,None,0,1,1606.27,1606.27,1,1606.27,1,1606.27,0.0,0.0,High,Panama,false,2022-06-20T00:00:00.000,2022-10-24T00:00:00.000,false,false,false,true,60,"[""R004""]"
06908e3d-6813-447c-9acc-859bd84a97c2,GB72UZSG40107528799722,GB70JOPB75186210986367,1483.69,GBP,2025-06-29T18:52:22.288701000,0,None,0,1,1483.69,1483.69,1,1483.69,1,1483.69,0.0,0.0,High,Cayman Islands,false,2025-01-23T00:00:00.000,2026-05-17T00:00:00.000,false,false,false,true,60,"[""R004""]"
74bfb49e-f9cb-4eb4-ba7d-f364c735ab3c,GB39AYYR29656120646467,GB60ZWDS40247028814112,9252.01,GBP,2025-06-29T18:56:12.402584000,1,Structuring,0,2,19019.98,9509.99,4,37418.69,8,67664.08,0.0,0.0,High,Germany,false,2024-08-19T00:00:00.000,2025-04-07T00:00:00.000,false,false,false,true,60,"[""R004""]"
121bc5ca-d4aa-4469-907a-709a18ddec6a,GB35ZVKH47641442719745,GB52YKZM04851199065632,1209.0,GBP,2025-06-29T19:21:52.803752000,0,None,0,1,1209.0,1209.0,1,1209.0,2,2212.5299999999997,0.0,0.0,High,Malta,true,2023-10-15T00:00:00.000,2024-10-21T00:00:00.000,false,false,false,true,60,"[""R004""]"
5a4b5bb1-3008-40c1-83f7-304ad226c173,GB95LJVO52112759637311,GB58HUVB85198386069624,466.5,GBP,2025-06-29T19:22:03.070297000,0,None,0,2,1670.52,835.26,3,2962.6099999999997,4,4451.799999999999,0.0,0.0,High,France,false,2023-08-05T00:00:00.000,2025-04-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
50060735-b14c-4dcb-b78e-36a38a2742c9,GB95LJVO52112759637311,GB45ZKJV57498839683825,1204.02,GBP,2025-06-29T19:25:43.284852000,0,None,0,2,1670.52,835.26,3,2962.6099999999997,4,4451.799999999999,0.0,0.0,High,France,false,2023-08-05T00:00:00.000,2025-04-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
6e4efb9f-1ec4-4adc-9838-70a13003e49e,GB19CJIW91792165148111,GB45VBCB65360549712793,1912.6,GBP,2025-06-29T19:29:18.796744000,0,None,0,1,1912.6,1912.6,1,1912.6,1,1912.6,0.0,0.0,High,France,false,2024-08-01T00:00:00.000,2026-01-08T00:00:00.000,false,false,false,true,60,"[""R004""]"
ebe85085-452d-4e63-906e-f6bc2633b05d,GB19IVZG42207043107722,GB58BHBG15186175989622,684.47,GBP,2025-06-29T19:36:30.565782000,0,None,0,1,684.47,684.47,2,971.71,2,971.71,0.0,0.0,High,Germany,false,2025-05-24T00:00:00.000,2025-09-27T00:00:00.000,false,false,false,true,60,"[""R004""]"
0097119f-dabf-4356-93f1-241668c8a81e,GB69VPRK21979336860931,GB59HOKT09722858258545,1526.95,GBP,2025-06-29T20:03:38.151663000,0,None,0,2,3486.45,1743.225,2,3486.45,4,4059.83,0.0,0.0,High,UK,false,2024-07-07T00:00:00.000,2025-07-04T00:00:00.000,false,false,false,true,60,"[""R004""]"
57d9c2ad-4d37-42cd-b8ac-14540c37f0ee,GB43PHHB89034544684321,GB44GPAX57410376226594,903.96,GBP,2025-06-29T20:14:29.807671000,0,None,0,1,903.96,903.96,2,1694.08,2,1694.08,0.0,0.0,High,Cyprus,false,2021-08-14T00:00:00.000,2025-02-22T00:00:00.000,false,false,false,true,60,"[""R004""]"
6340e92c-6cda-4f54-ab12-ad6a67c36589,GB90VCOP07346031613407,GB34SBFI46442359864840,992.59,GBP,2025-06-29T20:22:23.756840000,0,None,0,1,992.59,992.59,1,992.59,1,992.59,0.0,0.0,High,Germany,false,2026-06-22T00:00:00.000,2026-06-26T00:00:00.000,false,false,false,true,60,"[""R004""]"
1123722d-0d3a-4af3-b8c9-8118b4459339,GB97UZEI52488160353417,GB26DNFT84754870096461,674.31,GBP,2025-06-29T20:23:56.922740000,0,None,0,1,674.31,674.31,3,2603.2799999999997,4,4503.98,0.0,0.0,High,Canada,false,2024-02-13T00:00:00.000,2024-03-13T00:00:00.000,false,false,false,true,60,"[""R004""]"
d2a97946-f39d-4acd-be2e-85cbdf374a14,GB81GIQJ43053447550823,GB77TFBK59675779911379,1758.57,GBP,2025-06-29T20:30:14.459297000,0,None,0,1,1758.57,1758.57,1,1758.57,3,4888.64,0.0,0.0,High,Cayman Islands,false,2021-10-29T00:00:00.000,2024-03-04T00:00:00.000,false,false,false,true,60,"[""R004""]"
1db7f3a0-6b55-47c5-b7ec-8ec66c6ae8c4,GB66FXXV81372420465352,GB05GWVZ80075068233733,1853.81,GBP,2025-06-29T20:34:02.410511000,0,None,0,1,1853.81,1853.81,1,1853.81,1,1853.81,0.0,0.0,High,Cyprus,false,2025-05-21T00:00:00.000,2026-05-28T00:00:00.000,false,false,false,true,60,"[""R004""]"
f93bdf0f-902c-4494-a6dc-7e2c31b3300b,GB38FXUN60366980276448,GB38PJWJ52030276947308,1518.8,GBP,2025-06-29T20:38:51.311617000,0,None,0,1,1518.8,1518.8,1,1518.8,1,1518.8,0.0,0.0,High,Germany,false,2025-02-05T00:00:00.000,2025-05-05T00:00:00.000,false,false,false,true,60,"[""R004""]"
3a81bd99-aaed-4795-a124-172d448e4bbf,GB48ZNLD24210637817048,GB24KBBI51066605880959,558.06,GBP,2025-06-29T20:41:14.898936000,0,None,0,1,558.06,558.06,2,1072.37,3,2643.2799999999997,0.0,0.0,High,UK,false,2022-09-28T00:00:00.000,2023-12-15T00:00:00.000,false,false,false,true,60,"[""R004""]"
423091ff-6b80-4ba3-9de6-800aa0a8d384,GB05ZSQJ12865581675923,GB44CTXL57632951662156,212.35,GBP,2025-06-29T20:43:57.907215000,0,None,0,1,212.35,212.35,2,727.76,3,2011.96,0.0,0.0,High,Cyprus,false,2026-04-07T00:00:00.000,2026-06-23T00:00:00.000,false,false,false,true,60,"[""R004""]"
b6a771f9-1fd6-4a24-afef-b6d73313f919,GB38ZGRV98622546862966,GB17JJMF28074905389059,1561.06,GBP,2025-06-29T20:53:23.140611000,0,None,0,1,1561.06,1561.06,2,3121.95,3,4743.49,0.0,0.0,High,Panama,false,2024-12-25T00:00:00.000,2025-09-03T00:00:00.000,false,false,false,true,60,"[""R004""]"
a976be4d-ac54-492d-9d69-8bbc95305959,GB96ROQS67536004545794,GB22MSGF91369648040737,299.7,GBP,2025-06-29T21:05:49.645557000,0,None,0,2,802.77,401.385,2,802.77,3,2756.2799999999997,0.0,0.0,High,Malta,false,2023-12-14T00:00:00.000,2024-11-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
bcad1931-278e-421c-a813-7fc3677ef8a4,GB58VNGU25867754658617,GB30OBIH88528715834430,1232.57,GBP,2025-06-29T21:26:12.278861000,0,None,0,1,1232.57,1232.57,1,1232.57,1,1232.57,0.0,0.0,High,Cayman Islands,false,2024-11-17T00:00:00.000,2025-10-26T00:00:00.000,false,false,false,true,60,"[""R004""]"
556ddfad-a7a6-49c3-bee0-9046170b2af0,GB26YBDV46709367250280,GB34RICM57141787410566,1024.66,GBP,2025-06-29T21:33:18.463801000,0,None,0,1,1024.66,1024.66,1,1024.66,1,1024.66,0.0,0.0,High,Germany,false,2024-12-03T00:00:00.000,2025-08-29T00:00:00.000,false,false,false,true,60,"[""R004""]"
f5fa9d25-ab62-49a0-a10e-7f37e7f9a9cc,GB73HIKX14668865834834,GB94RLZJ57653092464308,20000.0,GBP,2025-06-29T21:54:13.205596000,1,Round Amount,1,1,20000.0,20000.0,1,20000.0,2,20880.82,0.0,0.0,Low,UAE,false,2022-04-11T00:00:00.000,2023-09-24T00:00:00.000,false,false,true,false,75,"[""R003""]"
8c43cb8d-1a6b-413b-9e3d-57d869038f42,GB60WLIG38254176892206,GB42NURU02693315423060,1371.34,GBP,2025-06-29T22:10:54.470608000,0,None,0,1,1371.34,1371.34,1,1371.34,1,1371.34,0.0,0.0,High,Germany,false,2024-06-27T00:00:00.000,2024-07-19T00:00:00.000,false,false,false,true,60,"[""R004""]"
15407d57-6bbf-45f1-83bc-eec7ee45fc4c,GB25DQMS30326456496741,GB94MFKB84501439992570,20000.0,GBP,2025-06-29T22:11:21.322781000,1,Round Amount,1,2,21718.96,10859.48,2,21718.96,4,23202.519999999997,432.96,50.04829938243156,Medium,Panama,false,2023-04-17T00:00:00.000,2024-09-22T00:00:00.000,false,true,true,false,100,"[""R002"", ""R003""]"
33f25d26-1826-4f3a-94ef-6a3b16989fa2,GB15MFEC63465186515312,GB44SFRH44026083588974,613.89,GBP,2025-06-29T22:22:30.913213000,0,None,0,1,613.89,613.89,1,613.89,1,613.89,0.0,0.0,High,UAE,false,2025-08-07T00:00:00.000,2025-10-06T00:00:00.000,false,false,false,true,60,"[""R004""]"
e78eebb2-edf8-4883-8e59-5dc88f9f8f83,GB66DDKU47734943148722,GB66ZYMI15118222413295,1742.24,GBP,2025-06-29T22:28:53.391840000,0,None,0,2,1954.52,977.26,2,1954.52,2,1954.52,0.0,0.0,High,UK,false,2025-04-18T00:00:00.000,2025-08-09T00:00:00.000,false,false,false,true,60,"[""R004""]"
f8a28486-c40a-4155-81d6-24beea6300c6,GB67ZDVQ87716991658723,GB90AVXI37908680883585,1728.87,GBP,2025-06-29T22:31:49.755344000,0,None,0,1,1728.87,1728.87,1,1728.87,2,3415.8199999999997,0.0,0.0,High,Germany,false,2023-07-22T00:00:00.000,2024-08-03T00:00:00.000,false,false,false,true,60,"[""R004""]"
02cccd14-2bd2-480e-abf8-816e0cbb497f,GB60MVED77580158466879,GB03YJXV03157585939185,685.05,GBP,2025-06-29T22:44:46.986309000,0,None,0,1,685.05,685.05,3,2100.85,3,2100.85,0.0,0.0,High,Canada,false,2024-07-14T00:00:00.000,2025-01-12T00:00:00.000,false,false,false,true,60,"[""R004""]"
8b039fd2-00a3-4b09-9f14-8b5038222a20,GB22BALD95675635584227,GB50RCXL89136829670742,1788.73,GBP,2025-06-29T23:08:03.965002000,0,None,0,1,1788.73,1788.73,1,1788.73,1,1788.73,0.0,0.0,High,Cayman Islands,false,2023-11-03T00:00:00.000,2026-01-24T00:00:00.000,false,false,false,true,60,"[""R004""]"
1971ab9d-120e-407f-8a2d-bb60cf8d9008,GB79PMTY34779660548562,GB41IBVN24261033248773,261.24,GBP,2025-06-29T23:29:27.157284000,0,None,0,1,261.24,261.24,1,261.24,2,1316.96,0.0,0.0,High,UAE,false,2025-07-17T00:00:00.000,2026-03-24T00:00:00.000,false,false,false,true,60,"[""R004""]"
305431c4-4500-41a3-b2e8-43fed47ea2b7,GB90GLAU33668949492783,GB20WBKL48990712996991,1487.15,GBP,2025-06-29T23:32:53.701022000,0,None,0,1,1487.15,1487.15,1,1487.15,2,1523.73,0.0,0.0,High,Canada,false,2024-06-25T00:00:00.000,2026-05-29T00:00:00.000,false,false,false,true,60,"[""R004""]"
